,count,values
ClinicalDocument.component.structuredBody.component.section.entry.observation.text.reference.value,1,"['#fs1', '#fs2']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.assignedPerson.name.family.@value,2,"['Michaels', 'Seven']"
ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.languageCode.code,2,"['eng', 'fr-CN']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.classCode,2,['ACT']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.code,1,['GACH']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.streetAddressLine.@value,1,['17 Daws Rd.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.code.code,1,['412307009']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.code.codeSystem,1,['2.16.840.1.113883.5.4']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.confidentialityCode.codeSystem,2,['2.16.840.1.113883.5.25']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.doseQuantity.unit,1,['mg/actuat']
ClinicalDocument.recordTarget.patientRole.patient.guardian.code.code,2,"['GPARNT', 'GRFTH']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.typeCode,1,['SPC']
ClinicalDocument.legalAuthenticator.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.displayName,1,['Father']
ClinicalDocument.legalAuthenticator.assignedEntity.telecom.value,2,"['tel:(555)555-1003', 'tel:555-555-1002']"
ClinicalDocument.recordTarget.patientRole.id.extension,2,"['1', '111-00-1234', '123-101-5230', '12345']"
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.assignedPerson.name.given.@value,1,['Henry']
ClinicalDocument.recordTarget.patientRole.patient.name.family.@value,2,"['Everyman', 'Jones']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.templateId.root,1,['2.16.840.1.113883.10.20.22.4.19']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.id.root,1,['6898fae0-5c8a-11db-b0de-0800200c9a66']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.moodCode,1,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.addr.city.@value,1,['Portland']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.text.reference.value,2,"['#Med1', '#immun1', '#immun2', '#immun3', '#immun4']"
ClinicalDocument.component.structuredBody.component.section.entry.act.code.displayName,2,"['Allergies, adverse reactions, alerts', 'Colonic polypectomy', 'Colonoscopy', 'Concern', 'Discharge medication']"
ClinicalDocument.recordTarget.patientRole.patient.guardian.telecom.use,2,['HP']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.displayName,1,['120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.code.codeSystem,1,['2.16.840.1.113883.6.88']
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.recordTarget.patientRole.telecom.value,2,"['tel:(781)555-1212', 'tel:(816)276-6909']"
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.id.extension,1,['99999999']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.moodCode,1,['EVN']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.period.value,1,['24']
ClinicalDocument.authenticator.assignedEntity.addr.city.@value,2,"['Burlington', 'Portland']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.id.root,1,['2.16.840.1.113883.19.5.9999.456']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.id.nullFlavor,1,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.addr.postalCode.@value,1,['97266']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.effectiveTime.value,2,"['20020101', '20120806']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.id.root,1,['2a620155-9d11-439e-92b3-5d9815ff4ee8']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.low.value,2,"['20110301', '20120806']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.maxDoseQuantity.numerator.nullFlavor,1,['UNK']
ClinicalDocument.recordTarget.patientRole.addr.postalCode.@value,2,"['02368', '97006']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.statusCode.code,1,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.author.assignedAuthor.id.root,1,"['2a620154-9d11-439e-92b3-5d9815ff4de8', '2a620155-9d11-439e-92b3-5d9815ff4de8', '2a620155-9d11-439e-92b3-5d9816ff4de8']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.classCode,2,"['COND', 'OBS']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.representedOrganization.id.root,1,['2.16.840.1.113883.19.5']
ClinicalDocument.informant.relatedEntity.code.displayName,2,['SPOUSE']
ClinicalDocument.component.structuredBody.component.section.entry.observation.value.displayName,1,"['Amnesia', 'Current Everyday Smoker', 'Dependence on Cane', 'Former smoker', 'Memory Impairment']"
ClinicalDocument.component.structuredBody.component.section.entry.act.moodCode,2,"['EVN', 'INT', 'RQO']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.administrationUnitCode.displayName,1,['INHALANT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.effectiveTime.type,1,['IVL_TS']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.informant.relatedEntity.relatedPerson.name.family.@value,2,"['Everyman', 'Jones']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.effectiveTime.high.value,1,['20120813']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.code,1,['896001']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.@value,2,"['0.09 MG/ACTUAT inhalant solution, 2 puffs once', '0.1', '1 pack per day', '123 (L)', '13.2', '18.0', '187.0', '1947 - 1972', '1973 - ', '1997', '1998', '2 puffs QID PRN wheezing', '20050501 to 20110227', '2008', '2011-03-01', '20110227 - today', '20120806', '20120813', '20120820', '20120826', '23.7', '28.0 Alk', '3.2', '31.0', '40', '57', '6.7', '7.7', '8.1', '8/7/2012', '86.0', 'ALT (SGPT)', 'AST (SGOT)', 'Active', 'Albumin', 'Apr 2012', 'April 21, 2000', 'Aspirin', 'Blood Count', 'Bronchitis (32398004 SNOMED CT)', 'Chemistries and drug levels', 'Chest X-ray', 'Codeine', 'Colonoscopy', 'Community Health and Hospitals', 'Completed', 'Consultation with Dr George Potomac for Asthma', 'Current Everyday Smoker 2 packs per day', 'Dec 1998', 'Diabetes', 'Dr Henry Seven', 'EKG', 'ELECTROCARDIOGRAM (EKG) INFORMATION', 'Former Smoker (1 pack per day', 'GGT', 'Generic Substitition Allowed', 'Hematocrit', 'Hemoglobin', 'Inactive', 'LABORATORY INFORMATION', 'Liver Functions and Other Laboratory Values', 'May 2012', 'Myocardial Infarction (cause of death)', 'None', 'Nov 1999', 'Penicillin', 'Penicillin G benzathine', 'Phos', 'Platelets', 'Pneumonia (233604007 SNOMED CT)', 'Refused', 'Sinus rhythm without acute changes', 'Sputum Culture', 'Total Bili', 'White Count']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.state.@value,1,['OR']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.doseQuantity.value,1,['1']
ClinicalDocument.component.structuredBody.component.section.entry.act.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.12', '2.16.840.1.113883.10.20.22.4.3', '2.16.840.1.113883.10.20.22.4.30', '2.16.840.1.113883.10.20.22.4.35', '2.16.840.1.113883.10.20.22.4.39']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Dr', '17 Daws Rd.']"
ClinicalDocument.legalAuthenticator.assignedEntity.id.extension,2,"['999999999', 'KP00017']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.translation.code,1,['896001']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.displayName,1,['General Acute Care Hospital']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.assignedPerson.name.given.@value,1,['Henry']
ClinicalDocument.author.time.value,2,"['20050329224411+0500', '20050813000000+0500']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.codeSystemName,2,"['LOINC', 'SNOMED CT']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.typeCode,2,['PRCN']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.code,1,['573621']
ClinicalDocument.componentOf.encompassingEncounter.id.root,2,"['2.16.840.1.113883.19', '2.16.840.1.113883.4.6']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.inversionInd,2,['true']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.telecom.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.name.@value,1,['Community Health and Hospitals']
ClinicalDocument.informant.relatedEntity.code.codeSystem,2,['2.16.840.1.113883.1.11.19563']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.code.code,2,"['409586006', '416098002', 'ASSERTION']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.assignedPerson.name.family.@value,2,"['Michaels', 'Seven']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.value.value,1,"['40', '57']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.addr.postalCode.@value,1,['02368']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.code,1,['896001']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.name.@value,1,['Aerosol']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.type,2,['CD']
ClinicalDocument.component.structuredBody.component.section.entry.act.code.codeSystemName,2,"['LOINC', 'SNOMED CT']"
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.effectiveTime.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.codeSystem,2,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.1', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.text.paragraph.@value,2,"['Alert and in good spirits, no acute distress.\n\n       ', 'Colonoscopy due to rectal bleeding.', 'Dark stools.', 'Father (deceased)', 'Follow up with Dr George Potomac for Asthma', 'GI evaluation 12 September: Colonoscopy showed single red clot in .... .... ....', 'He presented to the ER today c/o a dark stool yesterday but a normal brown stool today. On exam he was hypotensive in the 80?s resolved after .... .... .... ', 'He was transfused with 6 units of packed red blood cells with .... .... ....', 'Lab at discharge: Glucose 112, BUN 16, creatinine 1.1, electrolytes normal. H. pylori antibody pending. Admission hematocrit 16%, discharge hematocrit 29%. WBC 7300, platelet count 256,000. Urinalysis normal. Urine culture: No growth. INR 1.1, PTT 40.', 'Patient denies recent history of fever or malaise. Positive for weakness and shortness of breath. One episode of melena. No recent headaches. Positive for osteoarthritis in hips, knees and hands. ', 'See History of Present Illness.', 'This patient was only recently discharged for a recurrent GI bleed as described below.']"
ClinicalDocument.author.assignedAuthor.addr.city.@value,2,"['Burlington', 'Portland']"
ClinicalDocument.componentOf.encompassingEncounter.code.codeSystem,2,"['2.16.840.1.113883.6.12', '2.16.840.1.113883.6.96']"
ClinicalDocument.recordTarget.patientRole.patient.guardian.guardianPerson.name.family.@value,2,"['Jones', 'Relative']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.code.nullFlavor,2,['NA']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.code.codeSystem,2,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.1', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.code.codeSystem,1,['2.16.840.1.113883.6.259']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.classCode,2,['OBS']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.component.structuredBody.component.section.title.@value,2,"['ALLERGIES, ADVERSE REACTIONS, ALERTS', 'ASSESSMENT', 'Allergies, Adverse Reactions, Alerts', 'CARE PLAN', 'ENCOUNTERS', 'FUNCTIONAL STATUS', 'Family history', 'GENERAL STATUS', 'HISTORY OF PRESENT ILLNESS', 'HOSPITAL DISCHARGE INSTRUCTIONS', 'HOSPITAL DISCHARGE MEDICATIONS', 'IMMUNIZATIONS', 'Immunizations', 'MEDICATIONS', 'Medications', 'PAST MEDICAL HISTORY', 'PHYSICAL EXAMINATION', 'PROBLEMS', 'PROCEDURES', 'Plan of Care', 'Procedures', 'REASON FOR REFERRAL', 'REASON FOR VISIT/CHIEF COMPLAINT', 'RESULTS', 'REVIEW OF SYSTEMS', 'Results', 'SOCIAL HISTORY', 'Social History', 'VITAL SIGNS', 'Vital Signs']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.time.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.displayName,1,['120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturedMaterial.code.displayName,1,['120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.templateId.root,2,['2.16.840.1.113883.10.20.22.4.20']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.statusCode.code,1,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.classCode,2,['ENC']
ClinicalDocument.component.structuredBody.component.section.entry.observation.id.extension,2,['123456789']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.value,2,"['57', '65']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.targetSiteCode.code,1,['82094008']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.effectiveTime.high.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.codeSystemName,1,['SNOMED']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.telecom.use,1,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.type,2,"['CD', 'CE']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.effectiveTime.value,2,"['20050329171504+0500', '20120912000000-0000']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.effectiveTime.low.value,1,['20120806']
ClinicalDocument.informant.assignedEntity.telecom.value,2,"['tel:(555)555-1003', 'tel:555-555-1002']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.classCode,1,['MMAT']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.unit,2,['a']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.id.root,1,['2a620155-9d11-439e-92b3-5d9815fe4de8']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.typeCode,2,['LOC']
ClinicalDocument.component.structuredBody.component.section.entry.observation.priorityCode.codeSystemName,1,['ActPriority']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.code.code,1,['324049']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.representedOrganization.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.id.root,2,"['4adc1020-7b14-11db-9fe1-0800200c9a66', 'ab1791b0-5c71-11db-b0de-0800200c9a66']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.administrationUnitCode.code,1,['C42944']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.id.root,1,['2.16.840.1.113883.19.5.9999.1395']
ClinicalDocument.participant.associatedEntity.addr.city.@value,2,"['Beaverton', 'Blue Bell']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.subject.administrativeGenderCode.code,1,['M']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.moodCode,1,['EVN']
ClinicalDocument.participant.associatedEntity.code.displayName,1,"['Grand Parent', 'SPOUSE']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.value.type,2,['CE']
ClinicalDocument.documentationOf.serviceEvent.code.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.inversionInd,1,['true']
ClinicalDocument.component.structuredBody.component.section.entry.act.effectiveTime.value,2,"['20060501', '20070501', '20080501', '20090909', '20110203']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.codeSystemName,1,['HL7 FamilyMember']
ClinicalDocument.component.structuredBody.component.section.text.list.listType,2,['ordered']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.displayName,1,['Wheezing']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.id.nullFlavor,2,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.act.effectiveTime.center.value,1,['20000421']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.telecom.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.id.root,1,['2a620155-9d11-439e-92b3-5d9815ff4ee8']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.type,1,['CD']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.id.root,2,"['2.16.840.1.113883.19.5', '2.16.840.1.113883.19.5.9999.1393']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.quantity.value,1,['75']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.high.unit,2,['10+3/ul']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.code.code,1,['404684003']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.specimenRole.classCode,1,['SPEC']
ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.use,2,['HP']
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.addr.postalCode.@value,1,['97266']
ClinicalDocument.legalAuthenticator.assignedEntity.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.code.displayName,2,"['Aerosol', 'Diethylene Glycol']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.routeCode.displayName,1,['RESPIRATORY (INHALATION)']
ClinicalDocument.component.structuredBody.component.section.entry.observation.priorityCode.displayName,1,['Callback results']
ClinicalDocument.component.structuredBody.component.section.entry.observation.statusCode.code,2,"['aborted', 'completed', 'new']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.addr.country.@value,2,['US']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.id.root,1,['1.2.3.4.56789.1']
ClinicalDocument.component.structuredBody.component.section.text.list.item.content.@value,1,"['Asthma : Status - Active', 'Pneumonia : Status - Resolved']"
ClinicalDocument.participant.associatedEntity.addr.postalCode.@value,2,"['02368', '97006']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.id.extension,1,['45665']
ClinicalDocument.component.structuredBody.component.section.entry.observation.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.13', '2.16.840.1.113883.10.20.22.4.38', '2.16.840.1.113883.10.20.22.4.44', '2.16.840.1.113883.10.20.22.4.68', '2.16.840.1.113883.10.20.22.4.73', '2.16.840.1.113883.10.22.4.78']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.code.code,1,['409586006']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.codeSystemName,2,"['SNOMED -CT', 'SNOMED CT']"
ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.modeCode.codeSystemName,2,['LanguageAbilityMode']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.effectiveTime.low.value,1,['20120813']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.name.@value,2,"['Community Health and Hospitals', 'Good Health Clinic']"
ClinicalDocument.author.assignedAuthor.telecom.value,2,"['tel:(555)555-1003', 'tel:555-555-1002']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.statusCode.code,2,['completed']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.nullFlavor,2,['UNK']
ClinicalDocument.typeId.extension,2,['POCD_HD000040']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturerOrganization.name.@value,1,"['Health LS - Immuno Inc.', 'Medication Factory Inc.']"
ClinicalDocument.author.assignedAuthor.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.code.code,2,['171044003']
ClinicalDocument.documentationOf.serviceEvent.performer.functionCode.code,1,['PP']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.representedOrganization.id.root,1,['2.16.840.1.113883.19.5']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.entryRelationship.act.code.displayName,1,['instruction']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.type,2,"['CD', 'PQ']"
ClinicalDocument.legalAuthenticator.assignedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.classCode,2,"['BATTERY', 'CLUSTER']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.templateId.root,2,['2.16.840.1.113883.10.20.22.4.20']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.state.@value,1,['MA']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.name.@value,2,"['Community Health and Hospitals', 'Good Health Clinic']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.representedOrganization.name.@value,1,['Good Health Clinic']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.code,1,['56018004']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.displayName,2,"['Active', 'HGB', 'Height', 'Intermittent', 'Intravascular Systolic', 'PLT', 'Patient Body Weight - Measured', 'WBC']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.assignedPerson.name.prefix.@value,2,['Dr.']
ClinicalDocument.component.structuredBody.component.section.entry.act.effectiveTime.low.value,2,"['199803', '20060501', '20070103', '20070501', '20080501', '20090902', '20120806', '20120813']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.templateId.root,2,['2.16.840.1.113883.10.20.22.4.25']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.templateId.root,1,['2.16.840.1.113883.10.20.22.4.16']
ClinicalDocument.componentOf.encompassingEncounter.id.extension,2,"['1', '9937012']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.classCode,2,['OBS']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.originalText.reference.value,1,['#Med1']
