,count,values
resourceAbstract.en,20,"['Ambient air is sucked by a pump through a membrane-filter and aerosols are collected on the surface of the filter for the evaluation of measurement of Radon daughter concentration in the air.<br />\r\n<br />\r\nThe air inlet is 3cm in diameter and is 4m above ground level.', 'CALIOP 1km-Resolution Cloud Layers - Level 2', 'CALIOP 5km-Resolution Aerosol Layers - Level 2', 'CALIOP Expedited 1km-Resolution Cloud Layers - Level 2', 'CALIOP Expedited 5km-Resolution Aerosol Profile', 'CPR Radar Backscatter Profiles - Level 1B', 'CPR Radiative Fluxes and Heating Rates - Level 2', 'Measure the various components of the local-scale energy budget. Contribute to the flux station network over the AMMA regional transect.<br />\n<br />\nObserving strategy: <br />\nDirect measure of  micrometeorological variables. Direct eddy correlation measurements of sensible heat, momentum, and by inference - evapotranspiration.', 'Raw measured data from the three sonic anemometers, split into files of 30-min. Hence, from these files only the CSAT can be used to calculate fluxes. For the Young 1 and Young 2 we recommend to download the de-spiked data which can be found in the ""Turbulence M30 raw data (despiked)"" part on this website.', 'The aim of the Acoutic array is to document the range dependency of the acoustics signal emitted by lightning flashes and to improve the acoustics-based detection efficiency of lightning strikes within a range of 25 km in the monitored area.<br />\n<br />\nObserving strategy: <br />\nWe use a small array (AA) of 4 microphones and 8 supplementary stand-alone (SA) microphones. AA is composed of 4 microphones set up in a equatorial triangle of about 30 m baseline with a sensor in its barycenter. The SA microphones are deployed within a range of 10 km around AA. Microphones measure acoustic waves (atmospheric pressure change). Their bandwidth is from 0.1 to 10,000 Hz but the sampling frequency was 250 Hz.<br />\r\n<br />\r\nCorrelation between recorded waveforms with AA sensors is performed to detect coherent acoustic wave which propagates over the network. Azimuth and horizontal velocity of the detected waves can then be calculated. From the time of occurrence of the associated flash and the time of arrival of the acoustic wave at AA, we infer the distance of the flash. Finally, from the horizontal distance, we calculate the elevation angle of the acoustic wave knowing the sound speed. With the azimuth, the elevation angle and the distance, we can then reconstruct in 3D the lightning channel.<br />\r\n<br />\r\nThe SA microphones give the changes of the acoustic wave with the distance and the azimuth in comparison with the AA microphones.<br />\r\n<br />\r\nThis technique has been developed and improved during the SOP1 (Gallin et al., 2016; Lacroix et al., 2018; Lacroix et al., 2019).', ""The integrated column O3 data were obtained by spectrophotometer Dobson at the OHP (Observatoire de Haute Provence) station belonging to NDACC (Network for Detection of Atmospheric Composition Change) network. It's a french activity from the Service d’Observation NDACC-France of CNRS (Centre National de la Recherche Scientifique)/INSU (Institut National des Sciences de l’Univers) coordinated nationally by OVSQ (Observatoire de l’université de Versailles)."", ""The integrated column O3 data were obtained by spectrophotometer Dobson at the OMP (Observatoire Midi-Pyrénées) station belonging to NDACC (Network for Detection of Atmospheric Composition Change) network. It's a french activity from the Service d’Observation NDACC-France of CNRS (Centre National de la Recherche Scientifique)/INSU (Institut National des Sciences de l’Univers) coordinated nationally by OVSQ (Observatoire de l’université de Versailles)."", 'This dataset provides the GARRLiC micro-physical and optical retrieved properties, based on combined lidar and photometer measurements. It covers the Jan-May period (excluding the data related to the May campaign and reported in the companion dataset) as of interest for the investigation of COVID-19 restriction and relaxation actions. Aerosol lidar preprocessed data analysed using the Single Calculus Chain (SCC) are used here, with no further quality control and checks apart the check that aerosol optical properties are obtained using such signals. Being only the data analysed with SCC, this dataset corresponds only to a subset of the aerosol optical profiles collected (https://doi.org/10.21336/gen.w3w1-j222). Photometer data used as inputs are the AERONET/NASA Aerosol Optical Depth (AOD) level 1.5 version 3 and the Almucantars (ALM) radiances version 3 products. The GARRLiC software uses internally the GRASP algorithm version 0.8.1. The generated products have the v2.11 version.', 'Time series of L0 Aerodyne ACSM_140-113 Aerosol Chemical Speciation Monitor of the Gif Sur Yvette (91) station. Available acquisitions start from 2011-06-01 10:35:00 to 2016-10-01 00:56:42', 'Time series of L0 Aerodyne ACSM_140-113 Aerosol Chemical Speciation Monitor of the Gif Sur Yvette (91) station. Available acquisitions start from 2015-05-29 08:19:21 to 2018-02-24 00:01:39', 'Time series of L1 Aerodyne ACSM_140-113 Aerosol Chemical Speciation Monitor of the Gif Sur Yvette (91) station. ', ""Time series of L1 Aerodyne ACSM_140-157 Aerosol Chemical Speciation Monitor of the M'Bour (SEN) station. Available acquisitions start from 2015-03-12 12:38:44 to 2016-01-26 00:14:01"", 'Time series of L2 Aerodyne ACSM_140-113 Aerosol Chemical Speciation Monitor of the Gif Sur Yvette (91) station. Available acquisitions start from 2011-01-01 01:00:00 to 2016-10-01 01:00:00', 'no description yet', 'à compléter']"
platforms,19,[None]
publications.description,2,['']
instrumentSet.name,17,"['', 'ACTRIS-EARLINET_LIDAR', 'GIF_ACSM', 'SAGE_ACSM']"
spatialExtents.area.westLongitude,10,"[-180.0, -50.0, -10.0, 1.401, 9.4517]"
datasetChangelogs,19,[None]
formats.description.en,1,['']
editInformations.histories.origin,4,"['aeris-technique', 'catalogue-aeris', 'kascade-vjs', 'p2oa-vjs']"
formats.readingInformation.en,1,['']
contacts.nameType,18,['']
metadataLevel,20,['Collection']
spatialExtents.name,18,"['', 'ACTRIS-EARLINET', 'Antikythera, Greece (AKY)', 'Athens, Greece (ATZ)', 'Barcelona, Spain (BRC)', 'Belsk, Poland (COG)', 'Boundings', 'Bucharest, Romania (INO)', 'Clermont-Ferrand, France (PUY)', 'Evora, Portugal (EVO)', 'Gif Sur Yvette (91)', 'Granada, Spain (GRA)', 'Kuopio, Finland (KUO)', 'Lecce, Italy (SAL)', 'Leipzig, Germany (LEI)', 'Lille, France (LLE)', ""M'Bour (SEN)"", 'Observatoire Midi-Pyrénées', 'Observatoire de Haute-Provence', 'Observatory Hohenpeissenberg, Germany (HPB)', 'Palaiseau, France (SIR)', 'Potenza, Italy (POT)', 'Roma-Tor Vergata, Italy (RME)', 'Sofia, Bulgaria (SOF)', 'Thessaloniki, Greece (THE)', 'Warsaw, Poland (WAW)']"
editInformations.histories.editFields,4,"['clientTemplateName', 'datasetSpecification', 'distributionInformation', 'formats', 'instrumentSet', 'links', 'parameterSet', 'resourceTitle', 'spatialExtents', 'temporalExtents']"
contacts.address.street,4,['']
parameterSet.uom,12,"['', 'Degrees Celsius', 'Dobson Units', 'Pascal', 'Watt per square meter', 'cubic meter per cubic meter', 'degrees', 'grams per kilogram', 'hecto Pascal', 'meter per second', 'meters per second', 'millibars', 'millimeter', 'percent']"
contacts.webSiteUrl,18,['']
formats.name,16,"['ASCII', 'CSV', 'HDF4', 'Matlab', 'NASA Ames', 'NASA-AMES', 'NetCDF-CF']"
quicklooks.url,2,['']
temporalExtents.endDate,13,"['', '2008-01-01', '2010-12-31', '2013-03-16', '2016-10-01 00:56:42', '2016-10-01 01:00:00', '2017-07-31', '2018-02-24 00:01:39', '2018-11-07', '2020-05-31 23:59:59', '2021-11-15', '2021-12-12']"
spatialExtents.comment,18,"['', ' ']"
distributionInformation.description.en,8,"[None, '""The authors acknowledge the CEA for supplying the data and the HyMeX database teams (ESPRI/IPSL and SEDOO/OMP) for their help in accessing the data.""', 'ChArMEx data and publication policy', 'Permission is granted to use these data in research and publications when accompanied by the following statement: \r\n\r\n\r\n""The KASCADE field experiment was made possible thanks to the contributions of several institutions and supports: CEA is thanked for the financial support, Laboratoire d\'Aérologie (LA, University of Toulouse) and LPCA (University of Dunkerque) are thanked for the provision of instrumentation. LA and LMTE (CEA, Cadarache) are acknowledged for their participation to the field campaign which was hosted by LMTE. The SEDOO, Observatoire Midi-Pyrénées, is acknowledged for its help in data-base management."" \r\n\r\n\r\nNB. A publication by the principle investigators of the KASCADE project is expected in the next months. Once accepted, this paper must be cited in any publication or communication having used the KASCADE data.']"
contacts.temporalExtents,17,[None]
distributionInformation.description.DEFAULT_VALUE_KEY,3,"['All NDACC data more than two years old are public data.', 'The data are available free of charge for non-commercial and scientific use. By using this data, you as data user accept that an offer of co-authorship will be made through personal contact with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement must be made to the data providers or owners and to the project name when these data are used within a publication. When used, the dataset should be cited using the Digital Object Identifier (DOI).']"
distributionInformation.dataPolicyName,18,"['', 'ACTRIS', 'ACTRIS-FR', 'ChArMEx data and publication policy', 'HyMeX Data and Publication Policy / Core users', 'KASCADE_DATAPOLICY']"
spatialExtents.area.longitude,9,"[-16.958, -7.9115, -3.605, 0.37, 2.12, 2.159, 2.208, 3.110769, 3.1417, 5.71, 5.7617, 11.0119, 12.433, 12.65, 15.72, 18.1, 20.791, 20.98, 22.95, 23.31, 23.38, 23.78, 26.029, 27.55]"
note,20,"[10, 20, 30]"
formats.description.fr,1,['']
datasetSpecification.datasetVersions,1,[None]
links.description.en,19,"['AERIS/ICARE ACTRIS Pinboard Visualization Tool', 'AERIS/ICARE CALIPSO product documentation', 'AERIS/ICARE FTP access (registration required)', 'AERIS/ICARE FTP-like web interface (registration required)', 'BAOBAB data portal', 'Dataset as provided by the Principal Investigator', 'FTP download access', 'FTP download from AERIS/ICARE', 'HTTP download access', 'HTTP download through AERIS/ICARE data pool interface', 'KASCADE data portal', 'MISTRALS data portal', 'NASA LaRC ASDC CALIPSO product documentation', 'NDACC data access measured at OHP', 'NDACC data access measured at OMP', 'Product information', 'Whole dataset as a zip archive (open access)']"
language,20,['en']
datasetSpecification.datasetPublicationDate,1,['']
instrumentSet.manufacturer,17,"['', 'Aerodyne', 'Campbell', 'Campbell / LI-COR / Young', 'Gill Technology Ltd.', 'Kipp & Zonen', 'N/A', 'Rimco', 'Vaisala']"
spatialExtents.area.altitude,9,"[None, 7.0, 162.0]"
contacts.comment.DEFAULT_VALUE_KEY,6,"['', 'ACTRIS ARES Data Centre Leader', 'ACTRIS-CARS Leader', 'AERONET Data Center, hosted by the Goddard Space Flight Center - https://aeronet.gsfc.nasa.gov - Data provider of AERONET/NASA sun and moon photometer products', ""ARES-CNR, hosted by the CNR-IMAA (Istituto di Metodologie per l'Analisi Ambientale) - https://www.imaa.cnr.it - Data provider of Lidar SCC Level 1 products"", 'Antikythera Station Photometer data originator', 'Athens Station LIDAR data originator', 'Athens Station Photometer data originator', 'Barcelona Station LIDAR data originator', 'Barcelona Station Photometer data originator', 'Belgrade Station LIDAR data originator', 'Belsk Station LIDAR data originator', 'Belsk Station Photometer data originator', 'Bucharest Station LIDAR data originator', 'Cabauw Station LIDAR data originator', 'Cabauw Station Photometer data originator', 'Clermont-Ferrand Station LIDAR data originator', 'Clermont-Ferrand Station Photometer data originator', 'Data and Metadata management at the Data and Services Center', 'Data and Metadata management at the Data and Services Center, ACTRIS ARES Data Centre deputy', 'European Centre for Aerosol Remote Sensing - AERONET-Europe calibration facility Leader - PI of Lille Lidar station', 'European Centre for Aerosol Remote Sensing - Single Calculus Chain Development Leader', 'Evora Station LIDAR data originator', 'Evora Station Photometer data originator', ""GRASP '(Generalized Retrieval of Atmosphere and Surface Properties) SAS - https://www.grasp-sas.com/ - Provider of the GRASP algorithm"", 'Granada Station LIDAR data originator', 'Granada Station Photometer data originator', 'Helpdesk of the Data and Services Center', 'Hohenpeißenberg Station Photometer data originator', 'Kuopio Station LIDAR data originator', 'Kuopio Station Photometer data originator', 'Lecce Station LIDAR data originator', 'Lecce Station Photometer data originator', 'Leipzig Station LIDAR data originator', 'Leipzig Station Photometer data originator', 'Lille Station LIDAR data originator', 'Lille Station Photometer data originator', 'Magurele (Bucharest) Station Photometer data originator', 'Observatory Hohenpeissenberg Station LIDAR data originator', 'Palaiseau Station LIDAR data originator', 'Palaiseau Station Photometer data originator', 'Potenza Station LIDAR data originator', 'Potenza Station Photometer data originator', 'Principal Investigator of the Instrument', 'Principal Investigator of the Station', 'Roma-Tor Vergata Station LIDAR data originator', 'Roma-Tor Vergata Station Photometer data originator', 'Station Technical Contact', 'Thessaloniki Station LIDAR data originator', 'Thessaloniki Station Photometer data originator', 'Warsaw Station LIDAR data originator', 'Warsaw Station Photometer data originator']"
clientTemplateName,20,"['', 'md-template-actris', 'p2oa-range-download']"
parameterSet.cfStandardName,12,['']
parameterSet.comment.en,8,"[None, 'Aerosol micro-physical properties retrievals and computed optical properties', 'Since October 2004', 'Since September 1983']"
distributionInformation.registrationNeeded,18,"[False, True]"
instrumentSet.description.en,1,"[""3 different levels: At 30.36 m: U', V', W' (m/s) ant T' (°C) Instrument Campbell CSAT sonic anemometer. H2O' and CO2' (mmol/m³) Instrument LI-COR LI-7500A open path analyzer. At 10.50 m: U', V', W' (m/s) ant T' (°C) Instrument Young 81000 sonic anemometer (Y2). At 1.90 m: U', V', W' (m/s) ant T' (°C) Instrument Young 81000 sonic anemometer (Y1). Acquisition frequency: 10 Hz""]"
spatialExtents.area.northLatitude,10,"[17.098, 40.0, 42.3287, 63.0, 90.0]"
dataLevel,20,"[None, 'L0', 'L1', 'L2']"
contacts.address.postalCode,4,['']
contacts.name,18,"['AERIS/ICARE Helpdesk', 'AERONET', 'ARES-CNR', 'Albert Ansmann', 'Aldo Amodeo', 'Aldo Giunta', 'Alejandro Rodríguez-Gómez', 'Aleksander Pietruczuk', 'Alexandros Papayannis', 'Alkiviadis Bais', 'Ana Maria Silva', 'Arnoud Apituley', 'Arola Antti', 'Artur Szkop', 'Azzopardi Francelle', 'Christina Anna Papanikolaou', 'Christophe Pietras', 'Claudio Dema', 'CloudSat DPC Helpdesk', 'Daniele Bortoli', 'Davide Dionisi', 'Diego Alves Gouveia', 'Dimitar Stoyanov', 'Dimitris Balis', 'Doina Nicolae', 'Dominika Szczepanik', 'Dragos Ene', 'Eleni Marinou', 'Ermann Ripepi', 'Farges Thomas', 'Francesca Barnaba', 'Francesco Amato', 'Francois Truong', 'François Gheusi\xa0', 'GRASP SAS', 'Gelsomina Pappalardo', 'Gert-jan Duine', 'Gian Luigi Liberti', ""Giuseppe D'Amico"", 'Holger Baars', 'Ina Mattis', 'Ioannis Binietoglou', 'Ivan Grigorov', 'Iwona S. Stachlewska', 'J.S. Henzing', 'Jean Sciare', 'Jean-Claude Roger', 'Jean-Luc Baray', 'Jose M. Baldasano', 'Juan Luis Guerrero Rascado', 'Kalliopi-Artemis Voudouri', 'Kruthika Eswaran', 'Livio Belegante', 'Lloyd Colin', 'Lucas Alados Arboledas', 'Lucia Mona', 'Lucja Janicka', 'Luka Ilic', 'Maja Kuzmanoski', 'Maria João Costa', 'Maria Mylonaki', 'Maria Rita Perrone', 'Martial Haeffelin', 'Michaël Sicard', 'Mika Komppula', 'NASA/LaRC ASDC Helpdesk', 'NDACC contact', 'Nicolas PASCAL', 'Nikolaos Papagiannopoulos', 'Patrick Freville', 'Philippe Goloub', 'Piotr Sobolewski', 'Qiaoyun Hu', 'Robert Evans', 'Ronny Engelmann', 'Saliba Martin', 'Salvatore Romano', 'Thierry Hedde', 'Thierry Podvin', 'Timouk Franck', 'Valerie Gros', 'Vassilis Amiridis', 'Veronique Riffault', 'Victor Nicolae', 'Volker Freudenthaler', 'Xiaoxia Shang']"
spatialExtents.area.latitude,9,"[14.394, 35.86, 37.164, 37.96, 38.5678, 40.333, 40.6, 40.63, 41.393, 41.833, 42.65, 43.13, 43.6855, 43.93, 44.348, 45.761444, 47.8019, 48.709, 48.713, 50.6117, 51.35, 51.834999, 52.21, 62.7333]"
documentRating,20,[0]
temporalExtents.comment.DEFAULT_VALUE_KEY,2,['Monthly data']
contacts.orcId,18,['']
plateforms,19,[None]
spatialExtents.area.type,18,"['POINT_AREA', 'RECTANGLE_AREA']"
contacts.organisation,18,"['', 'AERIS/ICARE Data and Services Center', 'AERONET (AErosol RObotic NETwork)', 'Andalusian Institute for Earth System Research (IISTA-CEAMA), Granada 18006, Spain', 'CDS AERIS/ICARE', 'CEA', 'CEH Wallingford', ""CNR-IMAA-Consiglio Nazionale delle Ricerche - Istituto di Metodologie per l'Analisi Ambientale"", 'CommSensLab, Dept. of Signal Theory and Communications, Universitat Politècnica de Catalunya (UPC)', 'CommSensLab, Dept. of Signal Theory and Communications, Universitat Politècnica de Catalunya (UPC) ; Ciències i Tecnologies de l’Espai-Centre de Recerca de l’Aeronàutica i de l’Espai/Institut d’Estudis Espacials de Catalunya (CTE-CRAE/IEEC), Universitat Politècnica de Catalunya (UPC)', ""Consiglio Nazionale delle Ricerche, Istituto di Metodologie per l'Analisi Ambientale (CNR-IMAA), Potenza, Italy"", 'Cooperative Institute for Research in the Atmosphere (CIRA), Colorado State University', 'Deutscher Wetterdienst, Observatorium Hohenpeißenberg, Hohenpeißenberg, Germany', 'European Centre for Aerosol REmote Sensing (ARES) - Consiglio Nazionale delle Ricerche (CNR) component', 'Finnish Meteorological Institute, Atmospheric Research Centre of Eastern Finland, Kuopio, Finland', 'GRASP SAS', 'IPSL', 'Institut Pierre Simon Laplace, CNRS and Ecole polytechnique, Palaiseau, France', 'Institute of Electronics, Bulgarian Academy of Science, Bulgary', 'Institute of Geophysics, Polish Academy of Sciences, Belsk, Poland', 'Institute of Marine Sciences (ISMAR), Italian National Research Council (CNR), Rome - Tor Vergata, Italy', 'Institute of Physics Belgrade, University of Belgrade, Serbia', 'Koninklijk Nederlands Meteorologisch Instituut (KNMI), The Netherland', 'LA (UPS/CNRS)', 'LMTG', ""LOA-PHOTONS-Laboratoire d'Optique Atmosphérique - Equipe Photons"", ""LOA-PHOTONS-Laboratoire d'Optique Atmosphérique - SNO PHOTONS/AERONET-EARLINET, ACTRIS-FRANCE"", ""LSCE-CAE-Laboratoire des Sciences du Climat et de l'Environnement - Chimie Atmosphérique Expérimentale"", ""LSCE-Laboratoire des Sciences du Climat et de l'Environnement"", 'Laboratoire d’Optique Atmospherique, Lille University-CNRS, Villeneuve d’Ascq, France', 'Laboratory of Atmospheric Physics, Aristotle University of Thessaloniki, Greece', 'Leibniz Institute for Tropospheric Research (TROPOS), Leipzig, Germany', 'Ludwig-Maximillian Institute for Meteorology, Munich, Germany', 'MD-Mines Douai', 'NASA Langley Research Center', 'NOAA', 'NOAA\xa0(National Oceanic and Atmospheric Administration)', 'National Institute of R&D for Optoelectronics, Magurele, Romania', 'National Observatory of Athens - NOA, Greece', 'National Technical University of Athens, Physics Department, Athens, Greece', 'Observatoire Midi-Pyrénées', 'Physics Dep. and Institute of Earth Sciences, ECT and IIFA, University of Évora, Evora, Portugal', 'UMLT', 'University of Warsaw, Faculty of Physics, Warsaw, Poland', 'Université Clermont Auvergne - Observatoire de Physique du Globe de Clermont-Ferrand, Clermond-Ferrand, France', 'Unversità del Salento, Lecce, Italy']"
visibility,19,[None]
formats.temporalInterval.comment.fr,1,['']
sites,20,[]
formats.temporalInterval.comment.en,1,['']
distributionInformation.roles,17,[None]
links.type,20,"['FTP_DOWNLOAD_LINK', 'HTTP_DOWNLOAD_LINK', 'INFORMATION_LINK', 'OPENSEARCH_LINK', 'QUICKLOOK_LINK']"
publications.doi,2,['']
quicklooks.description,2,[None]
parameterSet.longName,12,"['', 'Air Pressure', 'Air Temperature', 'Differential Pressure', 'Incoming Longwave Radiation', 'Incoming Shortwave Radiation', 'Mixing Ratio', 'Outgoing Longwave Radiation', 'Outgoing Shortwave Radiation', 'Ozone', 'Rainfall', 'Relative humidity', 'Soil Temperature', 'Soil moisture', 'Sonic Temperature', 'Turbulence', 'U Wind component', 'V Wind component', 'W wind component', 'Wind Direction', 'Wind Speed', 'u*']"
parameterSet.type,12,"['', 'AtmosphericChemistry']"
distributionInformation.accessConstraints,17,[None]
doc_id,20,"['09362736-533f-57a1-a893-1e9e99afba33', '14ed00ca-8e2e-4961-8967-b7f382ed8f73', '1d1bda30-a336-3b5b-ad0f-cc85d6833cea', '2420cddf-e4c2-3cd7-a36f-e7f8317fd708', '2dd15280-c745-3356-818f-6baac802094f', '34dc7cac-e541-5770-a46e-519619eb2758', '417dd901-e2e0-592e-888d-9f45b55f18c6', '73bbe692-584b-11e3-0016-ce3f5508acd9', '74bbe692-584b-11e3-1510-ce3f5508acd9', '74bbe692-584b-11e3-1596-ce3f5508acd9', '75bbe692-584b-11e3-1266-ce3f5508acd9', '75bbe692-584b-11e3-1307-ce3f5508acd9', '942bcfaf-c71c-5049-a5fe-9d68ff2ca49f', '956a4530-2d59-3aff-a4e5-83d5e7ff7a95', 'd077fcba-13b1-3404-9a3f-e92fe98b61c2', 'e0eafa9b-d113-4aa3-9605-f04a5f9c9932', 'e117c77b-5219-5c45-a797-f062d33c2a5f', 'e5f631a2-75b2-30d5-b326-2c2aff3eaa52', 'e8b81e5e-e2c8-5bdd-b86e-74bd7fb8de33', 'f55fbe83-ddde-4d5c-a057-dd722bb62bee']"
distributionInformation.licenceVersion,18,['']
keywords.concept,2,"['ACTRIS', 'Dobson', 'NDACC', 'Ozone', 'column', 'ground data']"
spatialExtents.description,18,"['', ' ACTRIS-EARLINET European LIDAR stations network', 'Athens station', 'Barcelona station', 'Belsk station', 'Bucharest station', 'Clermont-Ferrand station', 'Evora station', 'Granada station', 'Hohenpeissenberg station', 'Kuopio station', 'Lecce station', 'Leipzig station', 'Lille station', 'L’Observatoire Midi Pyrénées is a Observatoire des Sciences de l’Univers (OSU) and a component of the University Toulouse III - Paul Sabatier (UPS). It brings together the universities, planet and environment laboratories of the UPS around the missions of research, observation, teaching, dissemination of scientific culture and international cooperation.', 'M30', 'Potenza station', 'Roma-Tor Vergata station', 'SIRTA station', 'Sofia station', ""The Observatoire de Haute-Provence is part of the Observatoire Astronomique de Marseille Provence (OAMP). OHP is one of the primary alpine stations of the international Network for the Detection of Atmospheric Composition Change (NDACC) and is also part of the network of WMO's Global Atmosphere Watch (GAW). \xa0Because OHP alternates between background and polluted conditions (essentially due to transport from polluted neighbourhoods), it is a very interesting location for tropospheric observations, providing thus support to validate satellites."", 'Thessaloniki station', 'Warsaw station']"
formats.temporalInterval.endDate,1,['now']
distributionInformation.useConstraints,17,[None]
spatialExtents.area.southLatitude,10,"[-90.0, -20.0, 15.503, 30.0, 42.2144]"
spatialExtents.orbit,17,[None]
type,20,"['COLLECTION', 'DATASET']"
formats.temporalInterval.beginDate,1,['']
contacts.address.country,4,['']
distributionInformation.embargoDuration,18,[0]
platformSet.thesaurusCode,18,"['https://vocab.aeris-data.fr/platform/07e6cd9d-a6e2-1762-bb51-6f99c0b84918', 'https://vocab.aeris-data.fr/platform/09b245ed-3dda-b075-ed8e-48eeadab01c6', 'https://vocab.aeris-data.fr/platform/14bff442-cba8-31d4-b814-8d3afa43a7eb', 'https://vocab.aeris-data.fr/platform/9a3f5012-9528-e57a-1523-1a3b399a1de3', 'https://vocab.aeris-data.fr/platform/9ac905f8-3156-4755-8739-3bbe6509ddc7', 'https://vocab.aeris-data.fr/platform/b5a3f7ca-1d90-8497-331b-25d2b414b383', 'https://vocab.aeris-data.fr/platform/fcf94d8e-3e4c-f97e-59b5-2d978354534c']"
contacts.firstName,18,['']
projectSet.label,20,"['Campaigns.AMMA', 'Campaigns.BAOBAB', 'Campaigns.ChArMEx', 'Campaigns.EXAEDRE', 'Campaigns.HyMeX', 'Campaigns.KASCADE', 'Campaigns.MISTRALS', 'Ground data.ACTRIS', 'Ground data.ACTRIS-FR', 'Ground data.NDACC-FR', 'Ground data.P2OA', 'Space missions.CALIPSO', 'Space missions.CloudSat']"
collectionName,20,['']
distributionInformation.authenticationNeeded,18,[False]
publications.journalName,2,['']
distributionInformation.licenceName,18,['']
instrumentSet.serialNumber,17,['']
platformSet.description.fr,6,"[None, 'ACTRIS-EARLINET European LIDAR stations network']"
links.url,20,"['ftp://ftp.cpc.ncep.noaa.gov/ndacc/station/lannemez/ames/dobson/', 'ftp://ftp.cpc.ncep.noaa.gov/ndacc/station/ohp/ames/dobson/', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/ACTRIS-EARLINET/GARRLiC_L2-COVID19', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/MBour/ACSM/ACSM_L1', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L0', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L1', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L2', 'ftp://ftp.icare.univ-lille1.fr/GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_RAW', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CALIOP/01kmCLay', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CALIOP/01kmCLay_Exp', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CALIOP/05kmALay', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CALIOP/05kmAPro_Exp', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CLOUDSAT/1B-CPR', 'ftp://ftp.icare.univ-lille1.fr/SPACEBORNE/CLOUDSAT/2B-FLXHR', 'http://baobab.sedoo.fr//Data-Download/?datsId=1266&project_name=BAOBAB', 'http://baobab.sedoo.fr//Data-Search/?datsId=1266', 'http://baobab.sedoo.fr//Data-Search/?datsId=1307', 'http://baobab.sedoo.fr/Data-Download-BD/?datsId=1266&project_name=BAOBAB', 'http://baobab.sedoo.fr/Data-Download/?datsId=1307&project_name=BAOBAB', 'http://kascade-data.sedoo.fr//Data-Search/?datsId=16', 'http://mistrals.sedoo.fr//Data-Download?jeu=1596&project_name=MISTRALS', 'http://mistrals.sedoo.fr/?editDatsId=1510', 'http://mistrals.sedoo.fr/?editDatsId=1596', 'http://www-calipso.larc.nasa.gov/products', 'http://www.icare.univ-lille1.fr/archive/?dir=CALIOP/01kmCLay', 'http://www.icare.univ-lille1.fr/archive/?dir=CALIOP/01kmCLay_Exp', 'http://www.icare.univ-lille1.fr/archive/?dir=CALIOP/05kmALay', 'http://www.icare.univ-lille1.fr/archive/?dir=CALIOP/05kmAPro_Exp', 'http://www.icare.univ-lille1.fr/archive/?dir=CLOUDSAT/1B-CPR', 'http://www.icare.univ-lille1.fr/archive/?dir=CLOUDSAT/2B-FLXHR', 'http://www.icare.univ-lille1.fr/archive?dir=GROUND-BASED/MBour/ACSM/ACSM_L1', 'http://www.icare.univ-lille1.fr/archive?dir=GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L0', 'http://www.icare.univ-lille1.fr/archive?dir=GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L1', 'http://www.icare.univ-lille1.fr/archive?dir=GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_L2', 'http://www.icare.univ-lille1.fr/archive?dir=GROUND-BASED/SIRTA_Palaiseau/ACSM/ACSM_RAW', 'http://www.icare.univ-lille1.fr/calipso/products', 'https://cds-espri.ipsl.upmc.fr/NDACC/station?methodName=viewDataOhp', 'https://cds-espri.ipsl.upmc.fr/NDACC/station?methodName=viewDataOmp', 'https://gaw.kishou.go.jp/search/file/0075-6049-6002-01-01-9999', 'https://services.aeris-data.fr/p2oa/download/v1_0', 'https://services.sedoo.fr/oldcamp-rest/rest/kascade/data', 'https://www.actris.eu/Portals/46/Documentation/actris2/Deliverables/public/WP10_M10.15_M42.pdf?ver=2019-09-12-111226-080', 'https://www.icare.univ-lille.fr/archive?dir=GROUND-BASED/ACTRIS-EARLINET/GARRLiC_L2-COVID19', 'https://www.icare.univ-lille.fr/data-access/browse-images/actris', 'https://www.icare.univ-lille.fr/data-access/browse-images/actris/', 'https://www.icare.univ-lille.fr/depot/ACTRIS/GARRLiC/GARRLiC_L2-COVID19.v2-11.zip']"
formats.version,16,"['', '1010', 'NA']"
